sample,time,code,chan,trialIdx
340349,332.3720703125,351,1,18
340415,332.4365234375,350,0,18
340449,332.4697265625,351,0,18
340545,332.5634765625,350,0,18
340562,332.580078125,351,0,18
340623,332.6396484375,350,0,18
340723,332.7373046875,351,0,18
340805,332.8173828125,350,0,18
340909,332.9189453125,351,0,18
341010,333.017578125,350,0,18
341035,333.0419921875,351,0,18
341176,333.1796875,350,0,18
341202,333.205078125,351,0,18
341467,333.4638671875,350,0,18
341497,333.4931640625,351,0,18
344921,336.8369140625,115,-1,18
344945,336.8603515625,350,1,18
344967,336.8818359375,351,1,18
345245,337.1533203125,350,1,18
345434,337.337890625,103,-1,18
345470,337.373046875,351,1,18
353794,345.501953125,15,-1,19
354817,346.5009765625,1,-1,19
361987,353.5029296875,115,-1,19
362674,354.173828125,350,1,19
362914,354.408203125,103,-1,19
362928,354.421875,351,1,19
371258,362.556640625,15,-1,20
372280,363.5546875,1,-1,20
377042,368.205078125,350,1,20
377158,368.318359375,351,1,20
377240,368.3984375,350,1,20
377311,368.4677734375,351,1,20
379452,370.55859375,115,-1,20
379556,370.66015625,350,1,20
379627,370.7294921875,351,1,20
379666,370.767578125,350,1,20
379743,370.8427734375,351,1,20
379775,370.8740234375,350,1,20
379790,370.888671875,351,1,20
379815,370.9130859375,350,1,20
380031,371.1240234375,351,1,20
380463,371.5458984375,350,1,20
380524,371.60546875,351,1,20
380716,371.79296875,350,1,20
380812,371.88671875,351,1,20
380830,371.904296875,350,1,20
380906,371.978515625,351,1,20
380925,371.9970703125,350,0,20
380964,372.03515625,350,1,20
380968,372.0390625,351,0,20
381031,372.1005859375,351,1,20
381087,372.1552734375,350,1,20
381136,372.203125,351,1,20
381158,372.224609375,350,1,20
381361,372.4228515625,103,-1,20
381416,372.4765625,351,1,20
389698,380.564453125,12,-1,21
390722,381.564453125,1,-1,21
391162,381.994140625,350,0,21
391253,382.0830078125,351,0,21
391562,382.384765625,350,0,21
391579,382.4013671875,351,0,21
391642,382.462890625,350,0,21
391659,382.4794921875,351,0,21
392654,383.451171875,350,0,21
392687,383.4833984375,351,0,21
393468,384.24609375,350,0,21
393517,384.2939453125,351,0,21
393947,384.7138671875,350,1,21
393969,384.7353515625,351,1,21
397893,388.5673828125,112,-1,21
398550,389.208984375,350,0,21
398722,389.376953125,101,-1,21
398781,389.4345703125,351,0,21
407070,397.529296875,12,-1,22
408094,398.529296875,1,-1,22
413365,403.6767578125,350,1,22
413426,403.736328125,351,1,22
413565,403.8720703125,350,1,22
413622,403.927734375,351,1,22
415265,405.5322265625,112,-1,22
416061,406.3095703125,350,0,22
416279,406.5224609375,101,-1,22
416346,406.587890625,351,0,22
424617,414.6650390625,12,-1,23
425641,415.6650390625,1,-1,23
431306,421.197265625,350,0,23
431335,421.2255859375,351,0,23
432812,422.66796875,112,-1,23
433205,423.0517578125,350,0,23
433423,423.2646484375,101,-1,23
433439,423.2802734375,351,0,23
441762,431.408203125,15,-1,24
442784,432.40625,1,-1,24
443208,432.8203125,350,1,24
443298,432.908203125,351,1,24
443447,433.0537109375,350,1,24
443492,433.09765625,351,1,24
444763,434.3388671875,350,0,24
444905,434.4775390625,351,0,24
445117,434.6845703125,350,0,24
445166,434.732421875,351,0,24
445315,434.8779296875,350,0,24
445354,434.916015625,351,0,24
445375,434.9365234375,350,0,24
445406,434.966796875,351,0,24
448216,437.7109375,350,1,24
448264,437.7578125,351,1,24
448341,437.8330078125,350,1,24
448413,437.9033203125,351,1,24
448677,438.1611328125,350,1,24
448735,438.2177734375,351,1,24
449954,439.408203125,115,-1,24
450317,439.7626953125,350,1,24
450344,439.7890625,350,0,24
450360,439.8046875,351,1,24
450382,439.826171875,351,0,24
450423,439.8662109375,350,1,24
450522,439.962890625,351,1,24
450542,439.982421875,350,1,24
450734,440.169921875,103,-1,24
450782,440.216796875,351,1,24
459073,448.3134765625,12,-1,25
460096,449.3125,1,-1,25
464598,453.708984375,350,0,25
464659,453.7685546875,351,0,25
467267,456.3154296875,112,-1,25
467477,456.5205078125,350,0,25
467576,456.6171875,351,0,25
467689,456.7275390625,350,0,25
467974,457.005859375,101,-1,25
468008,457.0390625,351,0,25
476313,465.1494140625,15,-1,26
477338,466.150390625,1,-1,26
484508,473.15234375,115,-1,26
484646,473.287109375,350,1,26
484702,473.341796875,351,1,26
485021,473.6533203125,350,1,26
485199,473.8271484375,103,-1,26
485225,473.8525390625,351,1,26
493537,481.9697265625,15,-1,27
494561,482.9697265625,1,-1,27
501732,489.97265625,115,-1,27
502188,490.41796875,350,1,27
502464,490.6875,103,-1,27
502471,490.6943359375,351,1,27
510801,498.8291015625,15,-1,28
510993,499.0166015625,350,0,28
511053,499.0751953125,351,0,28
511099,499.1201171875,350,0,28
511154,499.173828125,351,0,28
511157,499.1767578125,350,1,28
511199,499.2177734375,350,0,28
511208,499.2265625,351,1,28
511248,499.265625,351,0,28
511274,499.291015625,350,0,28
511306,499.322265625,351,0,28
511335,499.3505859375,350,0,28
511360,499.375,351,0,28
511405,499.4189453125,350,0,28
511457,499.4697265625,351,0,28
511559,499.5693359375,350,0,28
511603,499.6123046875,351,0,28
511649,499.6572265625,350,0,28
511703,499.7099609375,351,0,28
511729,499.7353515625,350,0,28
511783,499.7880859375,351,0,28
511825,499.8291015625,1,-1,28
511831,499.8349609375,350,0,28
511873,499.8759765625,351,0,28
511986,499.986328125,350,1,28
512001,500.0009765625,350,0,28
512004,500.00390625,351,1,28
512029,500.0283203125,351,0,28
512074,500.072265625,350,0,28
512106,500.103515625,351,0,28
512230,500.224609375,350,0,28
512246,500.240234375,351,0,28
512332,500.32421875,350,0,28
512362,500.353515625,351,0,28
514323,502.2685546875,350,1,28
514373,502.3173828125,351,1,28
515045,502.9736328125,350,1,28
515063,502.9912109375,351,1,28
516162,504.064453125,350,1,28
516223,504.1240234375,351,1,28
517190,505.068359375,350,1,28
517392,505.265625,351,1,28
517445,505.3173828125,350,1,28
517594,505.462890625,351,1,28
517609,505.4775390625,350,1,28
517736,505.6015625,351,1,28
517756,505.62109375,350,1,28
517833,505.6962890625,351,1,28
517869,505.7314453125,350,1,28
517998,505.857421875,351,1,28
518025,505.8837890625,350,1,28
518125,505.9814453125,351,1,28
518167,506.0224609375,350,1,28
518237,506.0908203125,351,1,28
518264,506.1171875,350,1,28
518324,506.17578125,351,1,28
518356,506.20703125,350,1,28
518418,506.267578125,351,1,28
518996,506.83203125,115,-1,28
519134,506.966796875,350,1,28
519173,507.0048828125,351,1,28
519221,507.0517578125,350,1,28
519376,507.203125,351,1,28
519403,507.2294921875,350,1,28
519677,507.4970703125,103,-1,28
519698,507.517578125,351,1,28
528001,515.6259765625,12,-1,29
529023,516.6240234375,350,1,29
529025,516.6259765625,1,-1,29
529098,516.697265625,351,1,29
533828,521.31640625,350,0,29
533873,521.3603515625,351,0,29
536196,523.62890625,112,-1,29
536790,524.208984375,350,0,29
537005,524.4189453125,101,-1,29
537008,524.421875,351,0,29
545336,532.5546875,15,-1,30
546360,533.5546875,1,-1,30
553100,540.13671875,350,1,30
553169,540.2041015625,351,1,30
553291,540.3232421875,350,1,30
553319,540.3505859375,351,1,30
553532,540.55859375,115,-1,30
554166,541.177734375,350,1,30
554362,541.369140625,351,1,30
554366,541.373046875,103,-1,30
562701,549.5126953125,15,-1,31
563725,550.5126953125,1,-1,31
570520,557.1484375,350,1,31
570589,557.2158203125,351,1,31
570896,557.515625,115,-1,31
571327,557.9365234375,350,1,31
571529,558.1337890625,103,-1,31
571555,558.1591796875,351,1,31
579873,566.2822265625,15,-1,32
580898,567.283203125,1,-1,32
585552,571.828125,350,1,32
585570,571.845703125,351,1,32
585584,571.859375,350,1,32
585667,571.9404296875,351,1,32
587626,573.853515625,350,1,32
587703,573.9287109375,351,1,32
588068,574.28515625,115,-1,32
589204,575.39453125,350,1,32
589417,575.6025390625,350,0,32
589443,575.6279296875,351,0,32
589454,575.638671875,103,-1,32
589479,575.6630859375,351,1,32
597800,583.7890625,12,-1,33
598375,584.3505859375,350,0,33
598435,584.4091796875,351,0,33
598824,584.7890625,1,-1,33
605995,591.7919921875,112,-1,33
606573,592.3564453125,350,0,33
606790,592.568359375,101,-1,33
606831,592.6083984375,351,0,33
615124,600.70703125,12,-1,34
616150,601.708984375,1,-1,34
623320,608.7109375,112,-1,34
623914,609.291015625,350,0,34
624109,609.4814453125,101,-1,34
624134,609.505859375,351,0,34
632433,617.6103515625,12,-1,35
633457,618.6103515625,1,-1,35
640312,625.3046875,350,0,35
640342,625.333984375,351,0,35
640627,625.6123046875,112,-1,35
640897,625.8759765625,350,0,35
641210,626.181640625,101,-1,35
641238,626.208984375,351,0,35
649538,634.314453125,15,-1,36
650561,635.3134765625,1,-1,36
651086,635.826171875,350,1,36
651190,635.927734375,351,1,36
651388,636.12109375,350,1,36
651417,636.1494140625,351,1,36
651931,636.6513671875,350,1,36
651945,636.6650390625,351,1,36
652819,637.5185546875,350,1,36
652845,637.5439453125,351,1,36
654323,638.9873046875,350,1,36
654338,639.001953125,351,1,36
657733,642.3173828125,115,-1,36
658490,643.056640625,350,1,36
658566,643.130859375,351,1,36
658581,643.1455078125,350,1,36
658772,643.33203125,103,-1,36
658804,643.36328125,351,1,36
667092,651.45703125,15,-1,37
668115,652.4560546875,1,-1,37
668160,652.5,350,1,37
668240,652.578125,351,1,37
671328,655.59375,350,1,37
671397,655.6611328125,351,1,37
671962,656.212890625,350,1,37
672031,656.2802734375,351,1,37
672422,656.662109375,350,1,37
672496,656.734375,351,1,37
675173,659.3486328125,350,1,37
675213,659.3876953125,351,1,37
675285,659.4580078125,115,-1,37
675629,659.7939453125,350,1,37
675684,659.84765625,351,1,37
675886,660.044921875,350,1,37
675914,660.072265625,351,1,37
676008,660.1640625,350,1,37
676039,660.1943359375,351,1,37
676101,660.2548828125,350,1,37
676315,660.4638671875,103,-1,37
676320,660.46875,351,1,37
684647,668.6005859375,15,-1,38
685672,669.6015625,1,-1,38
692843,676.6044921875,115,-1,38
693194,676.947265625,350,1,38
693293,677.0439453125,350,0,38
693296,677.046875,351,1,38
693314,677.064453125,350,1,38
693335,677.0849609375,351,0,38
693390,677.138671875,351,1,38
693405,677.1533203125,350,1,38
693643,677.3857421875,103,-1,38
693685,677.4267578125,351,1,38
701976,685.5234375,15,-1,39
702999,686.5224609375,1,-1,39
709933,693.2939453125,350,1,39
709992,693.3515625,351,1,39
710171,693.5263671875,115,-1,39
710543,693.8896484375,350,0,39
710558,693.904296875,350,1,39
710572,693.91796875,351,0,39
710784,694.125,103,-1,39
710787,694.1279296875,351,1,39
735395,718.1591796875,16,-1,40
736418,719.158203125,1,-1,40
742019,724.6279296875,350,1,40
742075,724.6826171875,351,1,40
743587,726.1591796875,116,-1,40
743967,726.5302734375,350,1,40
744031,726.5927734375,351,1,40
744253,726.8095703125,350,1,40
744335,726.8896484375,351,1,40
744374,726.927734375,350,1,40
744601,727.1494140625,103,-1,40
744650,727.197265625,351,1,40
757023,739.2802734375,16,-1,41
758047,740.2802734375,1,-1,41
765217,747.2822265625,116,-1,41
766085,748.1298828125,350,1,41
766135,748.1787109375,351,1,41
766190,748.232421875,350,1,41
766360,748.3984375,103,-1,41
766406,748.443359375,351,1,41
778784,760.53125,13,-1,42
779764,761.48828125,350,0,42
779805,761.5283203125,1,-1,42
779942,761.662109375,351,0,42
786976,768.53125,113,-1,42
787378,768.923828125,350,0,42
787627,769.1669921875,101,-1,42
787651,769.1904296875,351,0,42
800071,781.3193359375,13,-1,43
801092,782.31640625,1,-1,43
808262,789.318359375,113,-1,43
808911,789.9521484375,350,0,43
808961,790.0009765625,351,0,43
809007,790.0458984375,350,0,43
809056,790.09375,351,0,43
809186,790.220703125,350,0,43
809212,790.24609375,351,0,43
809226,790.259765625,350,0,43
809249,790.2822265625,351,0,43
809288,790.3203125,350,0,43
809355,790.3857421875,351,0,43
809422,790.451171875,350,0,43
809472,790.5,351,0,43
809660,790.68359375,350,0,43
809679,790.7021484375,351,0,43
809734,790.755859375,350,0,43
809763,790.7841796875,351,0,43
809799,790.8193359375,350,0,43
809844,790.86328125,351,0,43
809882,790.900390625,350,0,43
810051,791.0654296875,101,-1,43
810090,791.103515625,351,0,43
822479,803.2021484375,16,-1,44
823329,804.0322265625,350,1,44
823400,804.1015625,351,1,44
823504,804.203125,1,-1,44
830674,811.205078125,116,-1,44
831151,811.6708984375,350,1,44
831360,811.875,103,-1,44
831383,811.8974609375,351,1,44
843816,824.0390625,13,-1,45
844838,825.037109375,1,-1,45
844869,825.0673828125,350,0,45
844934,825.130859375,351,0,45
844984,825.1796875,350,0,45
845023,825.2177734375,351,0,45
845185,825.3759765625,350,0,45
845223,825.4130859375,351,0,45
845502,825.685546875,350,0,45
845562,825.744140625,351,0,45
845728,825.90625,350,0,45
845757,825.9345703125,351,0,45
846028,826.19921875,350,0,45
846044,826.21484375,351,0,45
846104,826.2734375,350,0,45
846119,826.2880859375,351,0,45
846228,826.39453125,350,0,45
846245,826.4111328125,351,0,45
846420,826.58203125,350,0,45
846436,826.59765625,351,0,45
846484,826.64453125,350,0,45
846541,826.7001953125,351,0,45
846653,826.8095703125,350,0,45
846689,826.8447265625,351,0,45
852007,832.0380859375,113,-1,45
852517,832.5361328125,350,0,45
852577,832.5947265625,351,0,45
852617,832.6337890625,350,0,45
852663,832.6787109375,351,0,45
852684,832.69921875,350,0,45
852712,832.7265625,351,0,45
852728,832.7421875,350,0,45
852873,832.8837890625,101,-1,45
852881,832.8916015625,351,0,45
865315,845.0341796875,13,-1,46
865632,845.34375,350,0,46
865679,845.3896484375,351,0,46
865733,845.4423828125,350,0,46
865771,845.4794921875,351,0,46
865819,845.5263671875,350,0,46
865880,845.5859375,351,0,46
865946,845.650390625,350,0,46
866002,845.705078125,351,0,46
866039,845.7412109375,350,0,46
866083,845.7841796875,351,0,46
866109,845.8095703125,350,0,46
866210,845.908203125,351,0,46
866233,845.9306640625,350,0,46
866305,846.0009765625,351,0,46
866338,846.033203125,1,-1,46
866360,846.0546875,350,0,46
866396,846.08984375,351,0,46
866444,846.13671875,350,0,46
866563,846.2529296875,351,0,46
866585,846.2744140625,350,0,46
866681,846.3681640625,351,0,46
866791,846.4755859375,350,0,46
866806,846.490234375,351,0,46
866968,846.6484375,350,0,46
866985,846.6650390625,351,0,46
871226,850.806640625,350,0,46
871250,850.830078125,351,0,46
871383,850.9599609375,350,0,46
871400,850.9765625,351,0,46
871523,851.0966796875,350,0,46
871543,851.1162109375,351,0,46
873508,853.03515625,113,-1,46
